x	VE	analog 5.24
x	HN	gtaeronautics.com
x	PS	2025	02	24	01	54
x	FR	2007	12	18	17	05
x	LR	2025	02	23	05	39
x	E7	2025	02	24	01	54
x	SR	2557600
x	S7	9285
x	NC	798105
x	C7	0
x	FL	1196068
x	F7	1626
x	RR	295
x	R7	0
x	NH	123081
x	H7	470
x	BT	57520368399
x	B7	0
1	Rr	117027	4.576	2025
1	Rr	836367	32.701	2024
1	Rr	511208	19.988	2023
1	Rr	82334	3.219	2022
1	Rr	98917	3.868	2021
1	Rr	89380	3.495	2020
1	Rr	80088	3.131	2019
1	Rr	68927	2.695	2018
1	Rr	60168	2.353	2017
1	Rr	73316	2.867	2016
1	Rr	80796	3.159	2015
1	Rr	110773	4.331	2014
1	Rr	65173	2.548	2013
1	Rr	60742	2.375	2012
1	Rr	57015	2.229	2011
1	Rr	22139	0.866	2010
1	Rr	69710	2.726	2009
1	Rr	71820	2.808	2008
1	Rr	1700	0.066	2007
1	*BT	R	836367	2024
Q	Rr	22485	0.879	2015	2
Q	Rr	19632	0.768	2015	1
Q	Rr	21142	0.827	2014	4
Q	Rr	22272	0.871	2014	3
Q	Rr	31453	1.230	2014	2
Q	Rr	35906	1.404	2014	1
Q	Rr	16436	0.643	2013	4
Q	Rr	15216	0.595	2013	3
Q	Rr	16545	0.647	2013	2
Q	Rr	16976	0.664	2013	1
Q	Rr	16578	0.648	2012	4
Q	Rr	12511	0.489	2012	3
Q	Rr	15816	0.618	2012	2
Q	Rr	15837	0.619	2012	1
Q	Rr	15444	0.604	2011	4
Q	Rr	17386	0.680	2011	3
Q	Rr	9395	0.367	2011	2
Q	Rr	14790	0.578	2011	1
Q	Rr	1603	0.063	2010	4
Q	Rr	0	0.000	2010	3
Q	Rr	14047	0.549	2010	2
Q	Rr	6489	0.254	2010	1
Q	Rr	16350	0.639	2009	4
Q	Rr	18220	0.712	2009	3
Q	Rr	17115	0.669	2009	2
Q	Rr	18025	0.705	2009	1
Q	Rr	15905	0.622	2008	4
Q	Rr	15660	0.612	2008	3
Q	Rr	22448	0.878	2008	2
Q	Rr	17807	0.696	2008	1
Q	Rr	1700	0.066	2007	4
Q	*BT	R	220334	2024	3
m	Rr	39651	1.550	2025	02
m	Rr	77376	3.025	2025	01
m	Rr	57890	2.263	2024	12
m	Rr	63975	2.501	2024	11
m	Rr	80280	3.139	2024	10
m	Rr	73644	2.879	2024	09
m	Rr	72041	2.817	2024	08
m	Rr	74649	2.919	2024	07
m	Rr	69378	2.713	2024	06
m	Rr	72365	2.829	2024	05
m	Rr	62713	2.452	2024	04
m	Rr	66782	2.611	2024	03
m	Rr	68592	2.682	2024	02
m	Rr	74058	2.896	2024	01
m	Rr	54270	2.122	2023	12
m	Rr	61278	2.396	2023	11
m	Rr	66720	2.609	2023	10
m	Rr	51132	1.999	2023	09
m	Rr	54561	2.133	2023	08
m	Rr	60246	2.356	2023	07
m	Rr	66204	2.589	2023	06
m	Rr	60120	2.351	2023	05
m	Rr	8982	0.351	2023	04
m	Rr	10848	0.424	2023	03
m	Rr	8360	0.327	2023	02
m	Rr	8487	0.332	2023	01
m	Rr	6950	0.272	2022	12
m	Rr	6349	0.248	2022	11
m	Rr	7008	0.274	2022	10
m	Rr	6740	0.264	2022	09
m	Rr	6863	0.268	2022	08
m	Rr	6759	0.264	2022	07
m	Rr	6567	0.257	2022	06
m	Rr	8427	0.329	2022	05
m	Rr	6801	0.266	2022	04
m	Rr	6380	0.249	2022	03
m	Rr	6175	0.241	2022	02
m	Rr	7315	0.286	2022	01
m	Rr	7667	0.300	2021	12
m	Rr	7097	0.277	2021	11
m	Rr	6390	0.250	2021	10
m	Rr	6059	0.237	2021	09
m	Rr	9092	0.355	2021	08
m	Rr	11675	0.456	2021	07
m	Rr	10152	0.397	2021	06
m	Rr	10231	0.400	2021	05
m	Rr	10292	0.402	2021	04
m	Rr	7948	0.311	2021	03
m	Rr	5800	0.227	2021	02
m	Rr	6514	0.255	2021	01
m	Rr	8069	0.315	2020	12
m	Rr	6579	0.257	2020	11
m	Rr	7551	0.295	2020	10
m	Rr	8028	0.314	2020	09
m	Rr	7741	0.303	2020	08
m	Rr	8113	0.317	2020	07
m	Rr	7317	0.286	2020	06
m	Rr	6898	0.270	2020	05
m	Rr	7441	0.291	2020	04
m	Rr	7524	0.294	2020	03
m	Rr	7322	0.286	2020	02
m	Rr	6797	0.266	2020	01
m	Rr	6573	0.257	2019	12
m	Rr	5917	0.231	2019	11
m	Rr	6608	0.258	2019	10
m	Rr	6791	0.266	2019	09
m	Rr	6597	0.258	2019	08
m	Rr	6280	0.246	2019	07
m	Rr	6317	0.247	2019	06
m	Rr	6847	0.268	2019	05
m	Rr	6663	0.261	2019	04
m	Rr	7059	0.276	2019	03
m	Rr	6374	0.249	2019	02
m	Rr	8062	0.315	2019	01
m	Rr	6957	0.272	2018	12
m	Rr	5422	0.212	2018	11
m	Rr	5750	0.225	2018	10
m	Rr	5458	0.213	2018	09
m	Rr	5735	0.224	2018	08
m	Rr	5945	0.232	2018	07
m	Rr	7110	0.278	2018	06
m	Rr	6440	0.252	2018	05
m	Rr	3378	0.132	2018	04
m	Rr	5789	0.226	2018	03
m	Rr	5369	0.210	2018	02
m	Rr	5574	0.218	2018	01
m	Rr	3906	0.153	2017	12
m	Rr	6533	0.255	2017	11
m	Rr	5498	0.215	2017	10
m	Rr	0	0.000	2017	09
m	Rr	0	0.000	2017	08
m	Rr	0	0.000	2017	07
m	Rr	0	0.000	2017	06
m	Rr	6832	0.267	2017	05
m	Rr	9999	0.391	2017	04
m	Rr	11887	0.465	2017	03
m	Rr	7941	0.310	2017	02
m	Rr	7572	0.296	2017	01
m	Rr	9483	0.371	2016	12
m	Rr	7121	0.278	2016	11
m	Rr	5510	0.215	2016	10
m	Rr	6288	0.246	2016	09
m	Rr	5888	0.230	2016	08
m	Rr	5445	0.213	2016	07
m	Rr	5042	0.197	2016	06
m	Rr	5495	0.215	2016	05
m	Rr	5341	0.209	2016	04
m	Rr	5558	0.217	2016	03
m	Rr	5548	0.217	2016	02
m	Rr	6597	0.258	2016	01
m	Rr	5574	0.218	2015	12
m	Rr	5330	0.208	2015	11
m	Rr	5671	0.222	2015	10
m	Rr	6196	0.242	2015	09
m	Rr	6788	0.265	2015	08
m	Rr	9120	0.357	2015	07
m	Rr	7156	0.280	2015	06
m	Rr	5694	0.223	2015	05
m	Rr	9635	0.377	2015	04
m	Rr	6215	0.243	2015	03
m	Rr	6084	0.238	2015	02
m	Rr	7333	0.287	2015	01
m	Rr	6608	0.258	2014	12
m	Rr	6997	0.274	2014	11
m	Rr	7537	0.295	2014	10
m	Rr	7043	0.275	2014	09
m	Rr	7324	0.286	2014	08
m	Rr	7905	0.309	2014	07
m	Rr	11654	0.456	2014	06
m	Rr	9211	0.360	2014	05
m	Rr	10588	0.414	2014	04
m	Rr	7817	0.306	2014	03
m	Rr	15229	0.595	2014	02
m	Rr	12860	0.503	2014	01
m	Rr	5325	0.208	2013	12
m	Rr	5513	0.216	2013	11
m	Rr	5598	0.219	2013	10
m	Rr	4655	0.182	2013	09
m	Rr	4938	0.193	2013	08
m	Rr	5623	0.220	2013	07
m	Rr	5492	0.215	2013	06
m	Rr	5211	0.204	2013	05
m	Rr	5842	0.228	2013	04
m	Rr	6068	0.237	2013	03
m	Rr	5055	0.198	2013	02
m	Rr	5853	0.229	2013	01
m	Rr	5688	0.222	2012	12
m	Rr	5477	0.214	2012	11
m	Rr	5413	0.212	2012	10
m	Rr	4331	0.169	2012	09
m	Rr	3866	0.151	2012	08
m	Rr	4314	0.169	2012	07
m	Rr	4655	0.182	2012	06
m	Rr	6047	0.236	2012	05
m	Rr	5114	0.200	2012	04
m	Rr	6128	0.240	2012	03
m	Rr	5430	0.212	2012	02
m	Rr	4279	0.167	2012	01
m	Rr	5548	0.217	2011	12
m	Rr	4779	0.187	2011	11
m	Rr	5117	0.200	2011	10
m	Rr	5431	0.212	2011	09
m	Rr	6256	0.245	2011	08
m	Rr	5699	0.223	2011	07
m	Rr	5420	0.212	2011	06
m	Rr	3975	0.155	2011	05
m	Rr	0	0.000	2011	04
m	Rr	3608	0.141	2011	03
m	Rr	5171	0.202	2011	02
m	Rr	6011	0.235	2011	01
m	Rr	1603	0.063	2010	12
m	Rr	0	0.000	2010	11
m	Rr	0	0.000	2010	10
m	Rr	0	0.000	2010	09
m	Rr	0	0.000	2010	08
m	Rr	0	0.000	2010	07
m	Rr	4101	0.160	2010	06
m	Rr	5018	0.196	2010	05
m	Rr	4928	0.193	2010	04
m	Rr	5095	0.199	2010	03
m	Rr	1394	0.055	2010	02
m	Rr	0	0.000	2010	01
m	Rr	4665	0.182	2009	12
m	Rr	6187	0.242	2009	11
m	Rr	5498	0.215	2009	10
m	Rr	5066	0.198	2009	09
m	Rr	5718	0.224	2009	08
m	Rr	7436	0.291	2009	07
m	Rr	5685	0.222	2009	06
m	Rr	6120	0.239	2009	05
m	Rr	5310	0.208	2009	04
m	Rr	5515	0.216	2009	03
m	Rr	6123	0.239	2009	02
m	Rr	6387	0.250	2009	01
m	Rr	5763	0.225	2008	12
m	Rr	5420	0.212	2008	11
m	Rr	4722	0.185	2008	10
m	Rr	5435	0.213	2008	09
m	Rr	4843	0.189	2008	08
m	Rr	5382	0.210	2008	07
m	Rr	6082	0.238	2008	06
m	Rr	9946	0.389	2008	05
m	Rr	6420	0.251	2008	04
m	Rr	5431	0.212	2008	03
m	Rr	6469	0.253	2008	02
m	Rr	5907	0.231	2008	01
m	Rr	1700	0.066	2007	12
m	*BT	R	80280	2024	10
W	Rr	24	0.001	2025	02	23
W	Rr	11497	0.450	2025	02	16
W	Rr	10610	0.415	2025	02	09
W	Rr	16170	0.632	2025	02	02
W	Rr	18018	0.704	2025	01	26
W	Rr	18210	0.712	2025	01	19
W	Rr	18726	0.732	2025	01	12
W	Rr	16789	0.656	2025	01	05
W	Rr	12005	0.469	2024	12	29
W	Rr	11414	0.446	2024	12	22
W	Rr	15924	0.623	2024	12	15
W	Rr	12318	0.482	2024	12	08
W	Rr	13212	0.517	2024	12	01
W	Rr	14492	0.567	2024	11	24
W	Rr	14773	0.578	2024	11	17
W	Rr	15900	0.622	2024	11	10
W	Rr	15042	0.588	2024	11	03
W	Rr	14430	0.564	2024	10	27
W	Rr	20382	0.797	2024	10	20
W	Rr	20310	0.794	2024	10	13
W	Rr	17544	0.686	2024	10	06
W	Rr	16788	0.656	2024	09	29
W	Rr	16014	0.626	2024	09	22
W	Rr	17958	0.702	2024	09	15
W	Rr	18306	0.716	2024	09	08
W	Rr	15960	0.624	2024	09	01
W	Rr	18348	0.717	2024	08	25
W	Rr	15726	0.615	2024	08	18
W	Rr	14490	0.567	2024	08	11
W	Rr	15707	0.614	2024	08	04
W	Rr	17598	0.688	2024	07	28
W	Rr	15120	0.591	2024	07	21
W	Rr	14667	0.573	2024	07	14
W	Rr	18810	0.735	2024	07	07
W	Rr	18384	0.719	2024	06	30
W	Rr	16152	0.632	2024	06	23
W	Rr	16674	0.652	2024	06	16
W	Rr	13122	0.513	2024	06	09
W	Rr	18264	0.714	2024	06	02
W	Rr	17766	0.695	2024	05	26
W	Rr	14970	0.585	2024	05	19
W	Rr	14346	0.561	2024	05	12
W	Rr	17520	0.685	2024	05	05
W	Rr	17624	0.689	2024	04	28
W	Rr	15605	0.610	2024	04	21
W	Rr	14394	0.563	2024	04	14
W	Rr	13500	0.528	2024	04	07
W	Rr	13599	0.532	2024	03	31
W	Rr	16024	0.627	2024	03	24
W	Rr	14040	0.549	2024	03	17
W	Rr	16854	0.659	2024	03	10
W	Rr	15624	0.611	2024	03	03
W	Rr	17778	0.695	2024	02	25
W	Rr	13428	0.525	2024	02	18
W	Rr	16572	0.648	2024	02	11
W	Rr	17070	0.667	2024	02	04
W	Rr	26220	1.025	2024	01	28
W	Rr	14730	0.576	2024	01	21
W	Rr	13098	0.512	2024	01	14
W	Rr	15324	0.599	2024	01	07
W	Rr	12552	0.491	2023	12	31
W	Rr	11406	0.446	2023	12	24
W	Rr	11184	0.437	2023	12	17
W	Rr	13956	0.546	2023	12	10
W	Rr	13644	0.533	2023	12	03
W	Rr	12390	0.484	2023	11	26
W	Rr	11682	0.457	2023	11	19
W	Rr	15756	0.616	2023	11	12
W	Rr	16596	0.649	2023	11	05
W	Rr	16104	0.630	2023	10	29
W	Rr	13980	0.547	2023	10	22
W	Rr	15450	0.604	2023	10	15
W	Rr	14713	0.575	2023	10	08
W	Rr	14285	0.559	2023	10	01
W	Rr	14478	0.566	2023	09	24
W	Rr	11904	0.465	2023	09	17
W	Rr	10968	0.429	2023	09	10
W	Rr	10482	0.410	2023	09	03
W	Rr	10800	0.422	2023	08	27
W	Rr	14568	0.570	2023	08	20
W	Rr	12504	0.489	2023	08	13
W	Rr	12076	0.472	2023	08	06
W	Rr	10997	0.430	2023	07	30
W	Rr	13392	0.524	2023	07	23
W	Rr	13224	0.517	2023	07	16
W	Rr	16128	0.631	2023	07	09
W	Rr	13356	0.522	2023	07	02
W	Rr	12558	0.491	2023	06	25
W	Rr	17082	0.668	2023	06	18
W	Rr	16452	0.643	2023	06	11
W	Rr	15336	0.600	2023	06	04
W	Rr	13482	0.527	2023	05	28
W	Rr	16248	0.635	2023	05	21
W	Rr	15078	0.590	2023	05	14
W	Rr	17181	0.672	2023	05	07
W	Rr	4282	0.167	2023	04	30
W	Rr	2458	0.096	2023	04	23
W	Rr	2269	0.089	2023	04	16
W	Rr	1553	0.061	2023	04	09
W	Rr	2389	0.093	2023	04	02
W	Rr	1701	0.067	2023	03	26
W	Rr	1943	0.076	2023	03	19
W	Rr	2225	0.087	2023	03	12
W	Rr	2192	0.086	2023	03	05
W	Rr	4055	0.159	2023	02	26
W	Rr	2406	0.094	2023	02	19
W	Rr	1898	0.074	2023	02	12
W	Rr	1890	0.074	2023	02	05
W	Rr	1861	0.073	2023	01	29
W	Rr	1686	0.066	2023	01	22
W	Rr	1779	0.070	2023	01	15
W	Rr	1833	0.072	2023	01	08
W	Rr	2226	0.087	2023	01	01
W	Rr	1280	0.050	2022	12	25
W	Rr	1806	0.071	2022	12	18
W	Rr	1773	0.069	2022	12	11
W	Rr	1532	0.060	2022	12	04
W	Rr	1586	0.062	2022	11	27
W	Rr	1093	0.043	2022	11	20
W	Rr	1366	0.053	2022	11	13
W	Rr	1972	0.077	2022	11	06
W	Rr	1396	0.055	2022	10	30
W	Rr	1547	0.060	2022	10	23
W	Rr	1641	0.064	2022	10	16
W	Rr	1747	0.068	2022	10	09
W	Rr	1568	0.061	2022	10	02
W	Rr	1379	0.054	2022	09	25
W	Rr	1695	0.066	2022	09	18
W	Rr	1701	0.067	2022	09	11
W	Rr	1568	0.061	2022	09	04
W	Rr	1562	0.061	2022	08	28
W	Rr	1488	0.058	2022	08	21
W	Rr	1646	0.064	2022	08	14
W	Rr	1430	0.056	2022	08	07
W	Rr	1446	0.057	2022	07	31
W	Rr	1383	0.054	2022	07	24
W	Rr	1661	0.065	2022	07	17
W	Rr	1478	0.058	2022	07	10
W	Rr	1711	0.067	2022	07	03
W	Rr	1804	0.071	2022	06	26
W	Rr	1298	0.051	2022	06	19
W	Rr	1407	0.055	2022	06	12
W	Rr	1396	0.055	2022	06	05
W	Rr	1638	0.064	2022	05	29
W	Rr	1724	0.067	2022	05	22
W	Rr	2427	0.095	2022	05	15
W	Rr	2100	0.082	2022	05	08
W	Rr	1414	0.055	2022	05	01
W	Rr	1865	0.073	2022	04	24
W	Rr	1381	0.054	2022	04	17
W	Rr	1630	0.064	2022	04	10
W	Rr	1670	0.065	2022	04	03
W	Rr	1588	0.062	2022	03	27
W	Rr	1204	0.047	2022	03	20
W	Rr	1350	0.053	2022	03	13
W	Rr	1488	0.058	2022	03	06
W	Rr	1368	0.053	2022	02	27
W	Rr	1481	0.058	2022	02	20
W	Rr	1657	0.065	2022	02	13
W	Rr	1518	0.059	2022	02	06
W	Rr	1787	0.070	2022	01	30
W	Rr	2021	0.079	2022	01	23
W	Rr	1429	0.056	2022	01	16
W	Rr	1693	0.066	2022	01	09
W	Rr	1541	0.060	2022	01	02
W	Rr	1311	0.051	2021	12	26
W	Rr	1839	0.072	2021	12	19
W	Rr	1732	0.068	2021	12	12
W	Rr	2001	0.078	2021	12	05
W	Rr	1641	0.064	2021	11	28
W	Rr	1615	0.063	2021	11	21
W	Rr	1673	0.065	2021	11	14
W	Rr	1625	0.064	2021	11	07
W	Rr	1523	0.060	2021	10	31
W	Rr	1562	0.061	2021	10	24
W	Rr	1474	0.058	2021	10	17
W	Rr	1349	0.053	2021	10	10
W	Rr	1615	0.063	2021	10	03
W	Rr	1598	0.062	2021	09	26
W	Rr	1646	0.064	2021	09	19
W	Rr	1203	0.047	2021	09	12
W	Rr	1106	0.043	2021	09	05
W	Rr	1383	0.054	2021	08	29
W	Rr	1685	0.066	2021	08	22
W	Rr	2071	0.081	2021	08	15
W	Rr	2279	0.089	2021	08	08
W	Rr	2374	0.093	2021	08	01
W	Rr	2543	0.099	2021	07	25
W	Rr	2843	0.111	2021	07	18
W	Rr	2777	0.109	2021	07	11
W	Rr	2756	0.108	2021	07	04
W	Rr	2524	0.099	2021	06	27
W	Rr	2466	0.096	2021	06	20
W	Rr	2262	0.088	2021	06	13
W	Rr	2264	0.089	2021	06	06
W	Rr	2101	0.082	2021	05	30
W	Rr	3009	0.118	2021	05	23
W	Rr	1989	0.078	2021	05	16
W	Rr	2386	0.093	2021	05	09
W	Rr	2138	0.084	2021	05	02
W	Rr	1668	0.065	2021	04	25
W	Rr	2413	0.094	2021	04	18
W	Rr	3035	0.119	2021	04	11
W	Rr	2709	0.106	2021	04	04
W	Rr	1942	0.076	2021	03	28
W	Rr	1666	0.065	2021	03	21
W	Rr	1476	0.058	2021	03	14
W	Rr	1713	0.067	2021	03	07
W	Rr	1777	0.069	2021	02	28
W	Rr	1173	0.046	2021	02	21
W	Rr	1101	0.043	2021	02	14
W	Rr	1699	0.066	2021	02	07
W	Rr	1867	0.073	2021	01	31
W	Rr	1404	0.055	2021	01	24
W	Rr	1564	0.061	2021	01	17
W	Rr	1431	0.056	2021	01	10
W	Rr	1666	0.065	2021	01	03
W	Rr	1926	0.075	2020	12	27
W	Rr	1572	0.061	2020	12	20
W	Rr	1404	0.055	2020	12	13
W	Rr	2272	0.089	2020	12	06
W	Rr	1522	0.060	2020	11	29
W	Rr	1722	0.067	2020	11	22
W	Rr	1580	0.062	2020	11	15
W	Rr	1401	0.055	2020	11	08
W	Rr	1499	0.059	2020	11	01
W	Rr	1470	0.057	2020	10	25
W	Rr	2379	0.093	2020	10	18
W	Rr	1559	0.061	2020	10	11
W	Rr	1729	0.068	2020	10	04
W	Rr	1674	0.065	2020	09	27
W	Rr	1786	0.070	2020	09	20
W	Rr	2200	0.086	2020	09	13
W	Rr	1677	0.066	2020	09	06
W	Rr	1596	0.062	2020	08	30
W	Rr	1833	0.072	2020	08	23
W	Rr	1814	0.071	2020	08	16
W	Rr	2206	0.086	2020	08	09
W	Rr	1397	0.055	2020	08	02
W	Rr	1816	0.071	2020	07	26
W	Rr	1949	0.076	2020	07	19
W	Rr	1532	0.060	2020	07	12
W	Rr	1976	0.077	2020	07	05
W	Rr	1600	0.063	2020	06	28
W	Rr	1627	0.064	2020	06	21
W	Rr	2101	0.082	2020	06	14
W	Rr	1590	0.062	2020	06	07
W	Rr	1492	0.058	2020	05	31
W	Rr	1556	0.061	2020	05	24
W	Rr	1756	0.069	2020	05	17
W	Rr	1568	0.061	2020	05	10
W	Rr	1567	0.061	2020	05	03
W	Rr	1734	0.068	2020	04	26
W	Rr	1675	0.065	2020	04	19
W	Rr	1702	0.067	2020	04	12
W	Rr	1965	0.077	2020	04	05
W	Rr	1329	0.052	2020	03	29
W	Rr	1818	0.071	2020	03	22
W	Rr	1345	0.053	2020	03	15
W	Rr	1581	0.062	2020	03	08
W	Rr	2014	0.079	2020	03	01
W	Rr	1942	0.076	2020	02	23
W	Rr	1748	0.068	2020	02	16
W	Rr	1949	0.076	2020	02	09
W	Rr	1683	0.066	2020	02	02
W	Rr	1436	0.056	2020	01	26
W	Rr	1792	0.070	2020	01	19
W	Rr	1519	0.059	2020	01	12
W	Rr	1420	0.056	2020	01	05
W	Rr	1109	0.043	2019	12	29
W	Rr	1023	0.040	2019	12	22
W	Rr	1584	0.062	2019	12	15
W	Rr	1783	0.070	2019	12	08
W	Rr	1704	0.067	2019	12	01
W	Rr	1178	0.046	2019	11	24
W	Rr	1697	0.066	2019	11	17
W	Rr	1510	0.059	2019	11	10
W	Rr	1383	0.054	2019	11	03
W	Rr	1309	0.051	2019	10	27
W	Rr	1473	0.058	2019	10	20
W	Rr	1519	0.059	2019	10	13
W	Rr	1485	0.058	2019	10	06
W	Rr	1416	0.055	2019	09	29
W	Rr	1499	0.059	2019	09	22
W	Rr	1652	0.065	2019	09	15
W	Rr	1710	0.067	2019	09	08
W	Rr	1485	0.058	2019	09	01
W	Rr	1689	0.066	2019	08	25
W	Rr	1315	0.051	2019	08	18
W	Rr	1619	0.063	2019	08	11
W	Rr	1558	0.061	2019	08	04
W	Rr	1360	0.053	2019	07	28
W	Rr	1191	0.047	2019	07	21
W	Rr	1730	0.068	2019	07	14
W	Rr	1299	0.051	2019	07	07
W	Rr	1339	0.052	2019	06	30
W	Rr	1592	0.062	2019	06	23
W	Rr	1497	0.059	2019	06	16
W	Rr	1450	0.057	2019	06	09
W	Rr	1555	0.061	2019	06	02
W	Rr	1289	0.050	2019	05	26
W	Rr	1863	0.073	2019	05	19
W	Rr	1385	0.054	2019	05	12
W	Rr	1553	0.061	2019	05	05
W	Rr	1655	0.065	2019	04	28
W	Rr	1282	0.050	2019	04	21
W	Rr	1503	0.059	2019	04	14
W	Rr	1623	0.063	2019	04	07
W	Rr	1715	0.067	2019	03	31
W	Rr	1882	0.074	2019	03	24
W	Rr	1464	0.057	2019	03	17
W	Rr	1381	0.054	2019	03	10
W	Rr	1627	0.064	2019	03	03
W	Rr	1773	0.069	2019	02	24
W	Rr	1669	0.065	2019	02	17
W	Rr	1483	0.058	2019	02	10
W	Rr	1391	0.054	2019	02	03
W	Rr	1797	0.070	2019	01	27
W	Rr	1963	0.077	2019	01	20
W	Rr	2029	0.079	2019	01	13
W	Rr	1696	0.066	2019	01	06
W	Rr	1526	0.060	2018	12	30
W	Rr	1226	0.048	2018	12	23
W	Rr	1442	0.056	2018	12	16
W	Rr	1936	0.076	2018	12	09
W	Rr	1809	0.071	2018	12	02
W	Rr	1295	0.051	2018	11	25
W	Rr	1820	0.071	2018	11	18
W	Rr	1802	0.070	2018	11	11
W	Rr	0	0.000	2018	11	04
W	Rr	1473	0.058	2018	10	28
W	Rr	1106	0.043	2018	10	21
W	Rr	1427	0.056	2018	10	14
W	Rr	1214	0.047	2018	10	07
W	Rr	1168	0.046	2018	09	30
W	Rr	1420	0.056	2018	09	23
W	Rr	1197	0.047	2018	09	16
W	Rr	1388	0.054	2018	09	09
W	Rr	1320	0.052	2018	09	02
W	Rr	1246	0.049	2018	08	26
W	Rr	1214	0.047	2018	08	19
W	Rr	1366	0.053	2018	08	12
W	Rr	1195	0.047	2018	08	05
W	Rr	1346	0.053	2018	07	29
W	Rr	1374	0.054	2018	07	22
W	Rr	1508	0.059	2018	07	15
W	Rr	1522	0.060	2018	07	08
W	Rr	909	0.036	2018	07	01
W	Rr	1444	0.056	2018	06	24
W	Rr	2682	0.105	2018	06	17
W	Rr	1365	0.053	2018	06	10
W	Rr	1329	0.052	2018	06	03
W	Rr	1275	0.050	2018	05	27
W	Rr	1392	0.054	2018	05	20
W	Rr	1321	0.052	2018	05	13
W	Rr	1527	0.060	2018	05	06
W	Rr	1517	0.059	2018	04	29
W	Rr	0	0.000	2018	04	22
W	Rr	1364	0.053	2018	04	15
W	Rr	1712	0.067	2018	04	08
W	Rr	0	0.000	2018	04	01
W	Rr	1543	0.060	2018	03	25
W	Rr	1342	0.052	2018	03	18
W	Rr	2429	0.095	2018	03	11
W	Rr	0	0.000	2018	03	04
W	Rr	1366	0.053	2018	02	25
W	Rr	1308	0.051	2018	02	18
W	Rr	1439	0.056	2018	02	11
W	Rr	1731	0.068	2018	02	04
W	Rr	0	0.000	2018	01	28
W	Rr	1434	0.056	2018	01	21
W	Rr	1578	0.062	2018	01	14
W	Rr	1471	0.058	2018	01	07
W	Rr	1246	0.049	2017	12	31
W	Rr	1033	0.040	2017	12	24
W	Rr	1103	0.043	2017	12	17
W	Rr	1406	0.055	2017	12	10
W	Rr	0	0.000	2017	12	03
W	Rr	1335	0.052	2017	11	26
W	Rr	1427	0.056	2017	11	19
W	Rr	1662	0.065	2017	11	12
W	Rr	1414	0.055	2017	11	05
W	Rr	1349	0.053	2017	10	29
W	Rr	1208	0.047	2017	10	22
W	Rr	2013	0.079	2017	10	15
W	Rr	1832	0.072	2017	10	08
W	Rr	0	0.000	2017	10	01
W	Rr	0	0.000	2017	09	24
W	Rr	0	0.000	2017	09	17
W	Rr	0	0.000	2017	09	10
W	Rr	0	0.000	2017	09	03
W	Rr	0	0.000	2017	08	27
W	Rr	0	0.000	2017	08	20
W	Rr	0	0.000	2017	08	13
W	Rr	0	0.000	2017	08	06
W	Rr	0	0.000	2017	07	30
