x	VE	analog 5.24
x	HN	gtaeronautics.com
x	PS	2021	07	18	06	14
x	FR	2007	12	18	17	05
x	LR	2021	07	16	23	58
x	E7	2021	07	18	06	14
x	SR	968973
x	S7	2694
x	NC	386049
x	C7	0
x	FL	402266
x	F7	474
x	RR	181
x	R7	0
x	NH	85608
x	H7	409
x	BT	36230790672
x	B7	182200161
1	Rr	57226	5.906	2021
1	Rr	89380	9.224	2020
1	Rr	80088	8.265	2019
1	Rr	68927	7.113	2018
1	Rr	60168	6.209	2017
1	Rr	73316	7.566	2016
1	Rr	80796	8.338	2015
1	Rr	110773	11.432	2014
1	Rr	65173	6.726	2013
1	Rr	60742	6.269	2012
1	Rr	57015	5.884	2011
1	Rr	22139	2.285	2010
1	Rr	69710	7.194	2009
1	Rr	71820	7.412	2008
1	Rr	1700	0.175	2007
1	*BT	R	110773	2014
W	Rr	1527	0.158	2018	05	06
W	Rr	1517	0.157	2018	04	29
W	Rr	0	0.000	2018	04	22
W	Rr	1364	0.141	2018	04	15
W	Rr	1712	0.177	2018	04	08
W	Rr	0	0.000	2018	04	01
W	Rr	1543	0.159	2018	03	25
W	Rr	1342	0.138	2018	03	18
W	Rr	2429	0.251	2018	03	11
W	Rr	0	0.000	2018	03	04
W	Rr	1366	0.141	2018	02	25
W	Rr	1308	0.135	2018	02	18
W	Rr	1439	0.149	2018	02	11
W	Rr	1731	0.179	2018	02	04
W	Rr	0	0.000	2018	01	28
W	Rr	1434	0.148	2018	01	21
W	Rr	1578	0.163	2018	01	14
W	Rr	1471	0.152	2018	01	07
W	Rr	1246	0.129	2017	12	31
W	Rr	1033	0.107	2017	12	24
W	Rr	1103	0.114	2017	12	17
W	Rr	1406	0.145	2017	12	10
W	Rr	0	0.000	2017	12	03
W	Rr	1335	0.138	2017	11	26
W	Rr	1427	0.147	2017	11	19
W	Rr	1662	0.172	2017	11	12
W	Rr	1414	0.146	2017	11	05
W	Rr	1349	0.139	2017	10	29
W	Rr	1208	0.125	2017	10	22
W	Rr	2013	0.208	2017	10	15
W	Rr	1832	0.189	2017	10	08
W	Rr	0	0.000	2017	10	01
W	Rr	0	0.000	2017	09	24
W	Rr	0	0.000	2017	09	17
W	Rr	0	0.000	2017	09	10
W	Rr	0	0.000	2017	09	03
W	Rr	0	0.000	2017	08	27
W	Rr	0	0.000	2017	08	20
W	Rr	0	0.000	2017	08	13
W	Rr	0	0.000	2017	08	06
W	Rr	0	0.000	2017	07	30
W	Rr	0	0.000	2017	07	23
W	Rr	0	0.000	2017	07	16
W	Rr	0	0.000	2017	07	09
W	Rr	0	0.000	2017	07	02
W	Rr	0	0.000	2017	06	25
W	Rr	0	0.000	2017	06	18
W	Rr	0	0.000	2017	06	11
W	Rr	0	0.000	2017	06	04
W	Rr	25	0.003	2017	05	28
W	Rr	1838	0.190	2017	05	21
W	Rr	1915	0.198	2017	05	14
W	Rr	1676	0.173	2017	05	07
W	Rr	1677	0.173	2017	04	30
W	Rr	2071	0.214	2017	04	23
W	Rr	1978	0.204	2017	04	16
W	Rr	1874	0.193	2017	04	09
W	Rr	3435	0.354	2017	04	02
W	Rr	2619	0.270	2017	03	26
W	Rr	2633	0.272	2017	03	19
W	Rr	2413	0.249	2017	03	12
W	Rr	3092	0.319	2017	03	05
W	Rr	2295	0.237	2017	02	26
W	Rr	2204	0.227	2017	02	19
W	Rr	1869	0.193	2017	02	12
W	Rr	1973	0.204	2017	02	05
W	Rr	1783	0.184	2017	01	29
W	Rr	1768	0.182	2017	01	22
W	Rr	1585	0.164	2017	01	15
W	Rr	1768	0.182	2017	01	08
W	Rr	1740	0.180	2017	01	01
W	Rr	1549	0.160	2016	12	25
W	Rr	2202	0.227	2016	12	18
W	Rr	1812	0.187	2016	12	11
W	Rr	2648	0.273	2016	12	04
W	Rr	2236	0.231	2016	11	27
W	Rr	1321	0.136	2016	11	20
W	Rr	1996	0.206	2016	11	13
W	Rr	1716	0.177	2016	11	06
W	Rr	1564	0.161	2016	10	30
W	Rr	1362	0.141	2016	10	23
W	Rr	1707	0.176	2016	10	16
W	Rr	1696	0.175	2016	10	09
W	Rr	36	0.004	2016	10	02
W	Rr	2002	0.207	2016	09	25
W	Rr	1399	0.144	2016	09	18
W	Rr	1199	0.124	2016	09	11
W	Rr	1326	0.137	2016	09	04
W	Rr	1316	0.136	2016	08	28
W	Rr	1257	0.130	2016	08	21
W	Rr	1208	0.125	2016	08	14
W	Rr	1602	0.165	2016	08	07
W	Rr	1319	0.136	2016	07	31
W	Rr	1796	0.185	2016	07	24
W	Rr	1171	0.121	2016	07	17
W	Rr	1167	0.120	2016	07	10
W	Rr	917	0.095	2016	07	03
W	Rr	920	0.095	2016	06	26
W	Rr	1179	0.122	2016	06	19
W	Rr	1288	0.133	2016	06	12
W	Rr	1237	0.128	2016	06	05
W	Rr	1263	0.130	2016	05	29
W	Rr	1338	0.138	2016	05	22
W	Rr	1184	0.122	2016	05	15
W	Rr	1365	0.141	2016	05	08
W	Rr	974	0.101	2016	05	01
W	Rr	1311	0.135	2016	04	24
W	Rr	1127	0.116	2016	04	17
W	Rr	1248	0.129	2016	04	10
W	Rr	1451	0.150	2016	04	03
W	Rr	987	0.102	2016	03	27
W	Rr	1233	0.127	2016	03	20
W	Rr	1347	0.139	2016	03	13
W	Rr	1347	0.139	2016	03	06
W	Rr	1236	0.128	2016	02	28
W	Rr	1422	0.147	2016	02	21
W	Rr	1085	0.112	2016	02	14
W	Rr	1427	0.147	2016	02	07
W	Rr	1359	0.140	2016	01	31
W	Rr	1708	0.176	2016	01	24
W	Rr	1476	0.152	2016	01	17
W	Rr	1563	0.161	2016	01	10
W	Rr	1381	0.143	2016	01	03
W	Rr	1273	0.131	2015	12	27
W	Rr	1084	0.112	2015	12	20
W	Rr	1344	0.139	2015	12	13
W	Rr	1336	0.138	2015	12	06
W	Rr	1123	0.116	2015	11	29
W	Rr	960	0.099	2015	11	22
W	Rr	1337	0.138	2015	11	15
W	Rr	1400	0.144	2015	11	08
W	Rr	1383	0.143	2015	11	01
W	Rr	1250	0.129	2015	10	25
W	Rr	1366	0.141	2015	10	18
W	Rr	1367	0.141	2015	10	11
W	Rr	1214	0.125	2015	10	04
W	Rr	1152	0.119	2015	09	27
W	Rr	1387	0.143	2015	09	20
W	Rr	1655	0.171	2015	09	13
W	Rr	1526	0.157	2015	09	06
W	Rr	1242	0.128	2015	08	30
W	Rr	1800	0.186	2015	08	23
W	Rr	1527	0.158	2015	08	16
W	Rr	1386	0.143	2015	08	09
W	Rr	1593	0.164	2015	08	02
W	Rr	1567	0.162	2015	07	26
W	Rr	1980	0.204	2015	07	19
W	Rr	2180	0.225	2015	07	12
W	Rr	2008	0.207	2015	07	05
W	Rr	2297	0.237	2015	06	28
W	Rr	1556	0.161	2015	06	21
W	Rr	1380	0.142	2015	06	14
W	Rr	2013	0.208	2015	06	07
W	Rr	1651	0.170	2015	05	31
W	Rr	1224	0.126	2015	05	24
W	Rr	1355	0.140	2015	05	17
W	Rr	1179	0.122	2015	05	10
W	Rr	1436	0.148	2015	05	03
W	Rr	1671	0.172	2015	04	26
W	Rr	1878	0.194	2015	04	19
W	Rr	2326	0.240	2015	04	12
W	Rr	2636	0.272	2015	04	05
W	Rr	2297	0.237	2015	03	29
W	Rr	1237	0.128	2015	03	22
W	Rr	1453	0.150	2015	03	15
W	Rr	1399	0.144	2015	03	08
W	Rr	1287	0.133	2015	03	01
W	Rr	1249	0.129	2015	02	22
W	Rr	1373	0.142	2015	02	15
W	Rr	1790	0.185	2015	02	08
W	Rr	1672	0.173	2015	02	01
W	Rr	1543	0.159	2015	01	25
W	Rr	1463	0.151	2015	01	18
W	Rr	1696	0.175	2015	01	11
W	Rr	1707	0.176	2015	01	04
W	Rr	1833	0.189	2014	12	28
W	Rr	1335	0.138	2014	12	21
W	Rr	1644	0.170	2014	12	14
W	Rr	1541	0.159	2014	12	07
W	Rr	1335	0.138	2014	11	30
W	Rr	1262	0.130	2014	11	23
W	Rr	2009	0.207	2014	11	16
W	Rr	1566	0.162	2014	11	09
W	Rr	1814	0.187	2014	11	02
W	Rr	1452	0.150	2014	10	26
W	Rr	1642	0.169	2014	10	19
W	Rr	1795	0.185	2014	10	12
W	Rr	1836	0.189	2014	10	05
W	Rr	1662	0.172	2014	09	28
W	Rr	1843	0.190	2014	09	21
W	Rr	1678	0.173	2014	09	14
W	Rr	1598	0.165	2014	09	07
W	Rr	1418	0.146	2014	08	31
W	Rr	1584	0.163	2014	08	24
W	Rr	1571	0.162	2014	08	17
W	Rr	1727	0.178	2014	08	10
W	Rr	1927	0.199	2014	08	03
W	Rr	1691	0.175	2014	07	27
W	Rr	1702	0.176	2014	07	20
W	Rr	1624	0.168	2014	07	13
W	Rr	1831	0.189	2014	07	06
W	Rr	1867	0.193	2014	06	29
W	Rr	1927	0.199	2014	06	22
W	Rr	2134	0.220	2014	06	15
W	Rr	4851	0.501	2014	06	08
W	Rr	2293	0.237	2014	06	01
W	Rr	3180	0.328	2014	05	25
W	Rr	1468	0.152	2014	05	18
W	Rr	1808	0.187	2014	05	11
W	Rr	1998	0.206	2014	05	04
W	Rr	1876	0.194	2014	04	27
W	Rr	2330	0.240	2014	04	20
W	Rr	2565	0.265	2014	04	13
W	Rr	2652	0.274	2014	04	06
W	Rr	2574	0.266	2014	03	30
W	Rr	1186	0.122	2014	03	23
W	Rr	1305	0.135	2014	03	16
W	Rr	2273	0.235	2014	03	09
W	Rr	2231	0.230	2014	03	02
W	Rr	1925	0.199	2014	02	23
W	Rr	7060	0.729	2014	02	16
W	Rr	2854	0.295	2014	02	09
W	Rr	3190	0.329	2014	02	02
W	Rr	3743	0.386	2014	01	26
W	Rr	3643	0.376	2014	01	19
W	Rr	2961	0.306	2014	01	12
W	Rr	2319	0.239	2014	01	05
W	Rr	981	0.101	2013	12	29
W	Rr	1108	0.114	2013	12	22
W	Rr	1226	0.127	2013	12	15
W	Rr	1285	0.133	2013	12	08
W	Rr	1289	0.133	2013	12	01
W	Rr	1404	0.145	2013	11	24
W	Rr	1142	0.118	2013	11	17
W	Rr	1334	0.138	2013	11	10
W	Rr	1277	0.132	2013	11	03
W	Rr	1035	0.107	2013	10	27
W	Rr	1309	0.135	2013	10	20
W	Rr	1302	0.134	2013	10	13
W	Rr	1432	0.148	2013	10	06
W	Rr	1178	0.122	2013	09	29
W	Rr	947	0.098	2013	09	22
W	Rr	1254	0.129	2013	09	15
W	Rr	1099	0.113	2013	09	08
W	Rr	1053	0.109	2013	09	01
W	Rr	1010	0.104	2013	08	25
W	Rr	1102	0.114	2013	08	18
W	Rr	1063	0.110	2013	08	11
W	Rr	1105	0.114	2013	08	04
W	Rr	1377	0.142	2013	07	28
W	Rr	1498	0.155	2013	07	21
W	Rr	1295	0.134	2013	07	14
W	Rr	1237	0.128	2013	07	07
W	Rr	1003	0.104	2013	06	30
W	Rr	1275	0.132	2013	06	23
W	Rr	1072	0.111	2013	06	16
W	Rr	1249	0.129	2013	06	09
W	Rr	1521	0.157	2013	06	02
W	Rr	1256	0.130	2013	05	26
W	Rr	1091	0.113	2013	05	19
W	Rr	1359	0.140	2013	05	12
W	Rr	1130	0.117	2013	05	05
W	Rr	1215	0.125	2013	04	28
W	Rr	1368	0.141	2013	04	21
W	Rr	1318	0.136	2013	04	14
W	Rr	1408	0.145	2013	04	07
W	Rr	1277	0.132	2013	03	31
W	Rr	1452	0.150	2013	03	24
W	Rr	1418	0.146	2013	03	17
W	Rr	1217	0.126	2013	03	10
W	Rr	1490	0.154	2013	03	03
W	Rr	1353	0.140	2013	02	24
W	Rr	1268	0.131	2013	02	17
W	Rr	1274	0.131	2013	02	10
W	Rr	1153	0.119	2013	02	03
W	Rr	1266	0.131	2013	01	27
W	Rr	1271	0.131	2013	01	20
W	Rr	1449	0.150	2013	01	13
W	Rr	1253	0.129	2013	01	06
W	Rr	1309	0.135	2012	12	30
W	Rr	1156	0.119	2012	12	23
W	Rr	1336	0.138	2012	12	16
W	Rr	1575	0.163	2012	12	09
W	Rr	1087	0.112	2012	12	02
W	Rr	1376	0.142	2012	11	25
W	Rr	1136	0.117	2012	11	18
W	Rr	1341	0.138	2012	11	11
W	Rr	1418	0.146	2012	11	04
W	Rr	1103	0.114	2012	10	28
