x	VE	analog 5.24
x	HN	gtaeronautics.com
x	PS	2021	03	07	06	24
x	FR	2007	12	18	17	05
x	LR	2021	03	05	23	59
x	E7	2021	03	07	06	24
x	SR	925679
x	S7	1759
x	NC	376857
x	C7	0
x	FL	393599
x	F7	365
x	RR	179
x	R7	0
x	NH	82478
x	H7	280
x	BT	33824911843
x	B7	154540951
1	Rr	13932	1.505	2021
1	Rr	89380	9.656	2020
1	Rr	80088	8.652	2019
1	Rr	68927	7.446	2018
1	Rr	60168	6.500	2017
1	Rr	73316	7.920	2016
1	Rr	80796	8.728	2015
1	Rr	110773	11.967	2014
1	Rr	65173	7.041	2013
1	Rr	60742	6.562	2012
1	Rr	57015	6.159	2011
1	Rr	22139	2.392	2010
1	Rr	69710	7.531	2009
1	Rr	71820	7.759	2008
1	Rr	1700	0.184	2007
1	*BT	R	110773	2014
m	Rr	7741	0.836	2020	08
m	Rr	8113	0.876	2020	07
m	Rr	7317	0.790	2020	06
m	Rr	6898	0.745	2020	05
m	Rr	7441	0.804	2020	04
m	Rr	7524	0.813	2020	03
m	Rr	7322	0.791	2020	02
m	Rr	6797	0.734	2020	01
m	Rr	6573	0.710	2019	12
m	Rr	5917	0.639	2019	11
m	Rr	6608	0.714	2019	10
m	Rr	6791	0.734	2019	09
m	Rr	6597	0.713	2019	08
m	Rr	6280	0.678	2019	07
m	Rr	6317	0.682	2019	06
m	Rr	6847	0.740	2019	05
m	Rr	6663	0.720	2019	04
m	Rr	7059	0.763	2019	03
m	Rr	6374	0.689	2019	02
m	Rr	8062	0.871	2019	01
m	Rr	6957	0.752	2018	12
m	Rr	5422	0.586	2018	11
m	Rr	5750	0.621	2018	10
m	Rr	5458	0.590	2018	09
m	Rr	5735	0.620	2018	08
m	Rr	5945	0.642	2018	07
m	Rr	7110	0.768	2018	06
m	Rr	6440	0.696	2018	05
m	Rr	3378	0.365	2018	04
m	Rr	5789	0.625	2018	03
m	Rr	5369	0.580	2018	02
m	Rr	5574	0.602	2018	01
m	Rr	3906	0.422	2017	12
m	Rr	6533	0.706	2017	11
m	Rr	5498	0.594	2017	10
m	Rr	0	0.000	2017	09
m	Rr	0	0.000	2017	08
m	Rr	0	0.000	2017	07
m	Rr	0	0.000	2017	06
m	Rr	6832	0.738	2017	05
m	Rr	9999	1.080	2017	04
m	Rr	11887	1.284	2017	03
m	Rr	7941	0.858	2017	02
m	Rr	7572	0.818	2017	01
m	Rr	9483	1.024	2016	12
m	Rr	7121	0.769	2016	11
m	Rr	5510	0.595	2016	10
m	Rr	6288	0.679	2016	09
m	Rr	5888	0.636	2016	08
m	Rr	5445	0.588	2016	07
m	Rr	5042	0.545	2016	06
m	Rr	5495	0.594	2016	05
m	Rr	5341	0.577	2016	04
m	Rr	5558	0.600	2016	03
m	Rr	5548	0.599	2016	02
m	Rr	6597	0.713	2016	01
m	Rr	5574	0.602	2015	12
m	Rr	5330	0.576	2015	11
m	Rr	5671	0.613	2015	10
m	Rr	6196	0.669	2015	09
m	Rr	6788	0.733	2015	08
m	Rr	9120	0.985	2015	07
m	Rr	7156	0.773	2015	06
m	Rr	5694	0.615	2015	05
m	Rr	9635	1.041	2015	04
m	Rr	6215	0.671	2015	03
m	Rr	6084	0.657	2015	02
m	Rr	7333	0.792	2015	01
m	Rr	6608	0.714	2014	12
m	Rr	6997	0.756	2014	11
m	Rr	7537	0.814	2014	10
m	Rr	7043	0.761	2014	09
m	Rr	7324	0.791	2014	08
m	Rr	7905	0.854	2014	07
m	Rr	11654	1.259	2014	06
m	Rr	9211	0.995	2014	05
m	Rr	10588	1.144	2014	04
m	Rr	7817	0.844	2014	03
m	Rr	15229	1.645	2014	02
m	Rr	12860	1.389	2014	01
m	Rr	5325	0.575	2013	12
m	Rr	5513	0.596	2013	11
m	Rr	5598	0.605	2013	10
m	Rr	4655	0.503	2013	09
m	Rr	4938	0.533	2013	08
m	Rr	5623	0.607	2013	07
m	Rr	5492	0.593	2013	06
m	Rr	5211	0.563	2013	05
m	Rr	5842	0.631	2013	04
m	Rr	6068	0.656	2013	03
m	Rr	5055	0.546	2013	02
m	Rr	5853	0.632	2013	01
m	Rr	5688	0.614	2012	12
m	Rr	5477	0.592	2012	11
m	Rr	5413	0.585	2012	10
m	Rr	4331	0.468	2012	09
m	Rr	3866	0.418	2012	08
m	Rr	4314	0.466	2012	07
m	Rr	4655	0.503	2012	06
m	Rr	6047	0.653	2012	05
m	Rr	5114	0.552	2012	04
m	Rr	6128	0.662	2012	03
m	Rr	5430	0.587	2012	02
m	Rr	4279	0.462	2012	01
m	Rr	5548	0.599	2011	12
m	Rr	4779	0.516	2011	11
m	Rr	5117	0.553	2011	10
m	Rr	5431	0.587	2011	09
m	Rr	6256	0.676	2011	08
m	Rr	5699	0.616	2011	07
m	Rr	5420	0.586	2011	06
m	Rr	3975	0.429	2011	05
m	Rr	0	0.000	2011	04
m	Rr	3608	0.390	2011	03
m	Rr	5171	0.559	2011	02
m	Rr	6011	0.649	2011	01
m	Rr	1603	0.173	2010	12
m	Rr	0	0.000	2010	11
m	Rr	0	0.000	2010	10
m	Rr	0	0.000	2010	09
m	Rr	0	0.000	2010	08
m	Rr	0	0.000	2010	07
m	Rr	4101	0.443	2010	06
m	Rr	5018	0.542	2010	05
m	Rr	4928	0.532	2010	04
m	Rr	5095	0.550	2010	03
m	Rr	1394	0.151	2010	02
m	Rr	0	0.000	2010	01
m	Rr	4665	0.504	2009	12
m	Rr	6187	0.668	2009	11
m	Rr	5498	0.594	2009	10
m	Rr	5066	0.547	2009	09
m	Rr	5718	0.618	2009	08
m	Rr	7436	0.803	2009	07
m	Rr	5685	0.614	2009	06
m	Rr	6120	0.661	2009	05
m	Rr	5310	0.574	2009	04
m	Rr	5515	0.596	2009	03
m	Rr	6123	0.661	2009	02
m	Rr	6387	0.690	2009	01
m	Rr	5763	0.623	2008	12
m	Rr	5420	0.586	2008	11
m	Rr	4722	0.510	2008	10
m	Rr	5435	0.587	2008	09
m	Rr	4843	0.523	2008	08
m	Rr	5382	0.581	2008	07
m	Rr	6082	0.657	2008	06
m	Rr	9946	1.074	2008	05
m	Rr	6420	0.694	2008	04
m	Rr	5431	0.587	2008	03
m	Rr	6469	0.699	2008	02
m	Rr	5907	0.638	2008	01
m	Rr	1700	0.184	2007	12
m	*BT	R	15229	2014	02
W	Rr	1777	0.192	2021	02	28
W	Rr	1173	0.127	2021	02	21
W	Rr	1101	0.119	2021	02	14
W	Rr	1699	0.184	2021	02	07
W	Rr	1867	0.202	2021	01	31
W	Rr	1404	0.152	2021	01	24
W	Rr	1564	0.169	2021	01	17
W	Rr	1431	0.155	2021	01	10
W	Rr	1666	0.180	2021	01	03
W	Rr	1926	0.208	2020	12	27
W	Rr	1572	0.170	2020	12	20
W	Rr	1404	0.152	2020	12	13
W	Rr	2272	0.245	2020	12	06
W	Rr	1522	0.164	2020	11	29
W	Rr	1722	0.186	2020	11	22
W	Rr	1580	0.171	2020	11	15
W	Rr	1401	0.151	2020	11	08
W	Rr	1499	0.162	2020	11	01
W	Rr	1470	0.159	2020	10	25
W	Rr	2379	0.257	2020	10	18
W	Rr	1559	0.168	2020	10	11
W	Rr	1729	0.187	2020	10	04
W	Rr	1674	0.181	2020	09	27
W	Rr	1786	0.193	2020	09	20
W	Rr	2200	0.238	2020	09	13
W	Rr	1677	0.181	2020	09	06
W	Rr	1596	0.172	2020	08	30
W	Rr	1833	0.198	2020	08	23
W	Rr	1814	0.196	2020	08	16
W	Rr	2206	0.238	2020	08	09
W	Rr	1397	0.151	2020	08	02
W	Rr	1816	0.196	2020	07	26
W	Rr	1949	0.211	2020	07	19
W	Rr	1532	0.166	2020	07	12
W	Rr	1976	0.213	2020	07	05
W	Rr	1600	0.173	2020	06	28
W	Rr	1627	0.176	2020	06	21
W	Rr	2101	0.227	2020	06	14
W	Rr	1590	0.172	2020	06	07
W	Rr	1492	0.161	2020	05	31
W	Rr	1556	0.168	2020	05	24
W	Rr	1756	0.190	2020	05	17
W	Rr	1568	0.169	2020	05	10
W	Rr	1567	0.169	2020	05	03
W	Rr	1734	0.187	2020	04	26
W	Rr	1675	0.181	2020	04	19
W	Rr	1702	0.184	2020	04	12
W	Rr	1965	0.212	2020	04	05
W	Rr	1329	0.144	2020	03	29
W	Rr	1818	0.196	2020	03	22
W	Rr	1345	0.145	2020	03	15
W	Rr	1581	0.171	2020	03	08
W	Rr	2014	0.218	2020	03	01
W	Rr	1942	0.210	2020	02	23
W	Rr	1748	0.189	2020	02	16
W	Rr	1949	0.211	2020	02	09
W	Rr	1683	0.182	2020	02	02
W	Rr	1436	0.155	2020	01	26
W	Rr	1792	0.194	2020	01	19
W	Rr	1519	0.164	2020	01	12
W	Rr	1420	0.153	2020	01	05
W	Rr	1109	0.120	2019	12	29
W	Rr	1023	0.111	2019	12	22
W	Rr	1584	0.171	2019	12	15
W	Rr	1783	0.193	2019	12	08
W	Rr	1704	0.184	2019	12	01
W	Rr	1178	0.127	2019	11	24
W	Rr	1697	0.183	2019	11	17
W	Rr	1510	0.163	2019	11	10
W	Rr	1383	0.149	2019	11	03
W	Rr	1309	0.141	2019	10	27
W	Rr	1473	0.159	2019	10	20
W	Rr	1519	0.164	2019	10	13
W	Rr	1485	0.160	2019	10	06
W	Rr	1416	0.153	2019	09	29
W	Rr	1499	0.162	2019	09	22
W	Rr	1652	0.178	2019	09	15
W	Rr	1710	0.185	2019	09	08
W	Rr	1485	0.160	2019	09	01
W	Rr	1689	0.182	2019	08	25
W	Rr	1315	0.142	2019	08	18
W	Rr	1619	0.175	2019	08	11
W	Rr	1558	0.168	2019	08	04
W	Rr	1360	0.147	2019	07	28
W	Rr	1191	0.129	2019	07	21
W	Rr	1730	0.187	2019	07	14
W	Rr	1299	0.140	2019	07	07
W	Rr	1339	0.145	2019	06	30
W	Rr	1592	0.172	2019	06	23
W	Rr	1497	0.162	2019	06	16
W	Rr	1450	0.157	2019	06	09
W	Rr	1555	0.168	2019	06	02
W	Rr	1289	0.139	2019	05	26
W	Rr	1863	0.201	2019	05	19
W	Rr	1385	0.150	2019	05	12
W	Rr	1553	0.168	2019	05	05
W	Rr	1655	0.179	2019	04	28
W	Rr	1282	0.138	2019	04	21
W	Rr	1503	0.162	2019	04	14
W	Rr	1623	0.175	2019	04	07
W	Rr	1715	0.185	2019	03	31
W	Rr	1882	0.203	2019	03	24
W	Rr	1464	0.158	2019	03	17
W	Rr	1381	0.149	2019	03	10
W	Rr	1627	0.176	2019	03	03
W	Rr	1773	0.192	2019	02	24
W	Rr	1669	0.180	2019	02	17
W	Rr	1483	0.160	2019	02	10
W	Rr	1391	0.150	2019	02	03
W	Rr	1797	0.194	2019	01	27
W	Rr	1963	0.212	2019	01	20
W	Rr	2029	0.219	2019	01	13
W	Rr	1696	0.183	2019	01	06
W	Rr	1526	0.165	2018	12	30
W	Rr	1226	0.132	2018	12	23
W	Rr	1442	0.156	2018	12	16
W	Rr	1936	0.209	2018	12	09
W	Rr	1809	0.195	2018	12	02
W	Rr	1295	0.140	2018	11	25
W	Rr	1820	0.197	2018	11	18
W	Rr	1802	0.195	2018	11	11
W	Rr	0	0.000	2018	11	04
W	Rr	1473	0.159	2018	10	28
W	Rr	1106	0.119	2018	10	21
W	Rr	1427	0.154	2018	10	14
W	Rr	1214	0.131	2018	10	07
W	Rr	1168	0.126	2018	09	30
W	Rr	1420	0.153	2018	09	23
W	Rr	1197	0.129	2018	09	16
W	Rr	1388	0.150	2018	09	09
W	Rr	1320	0.143	2018	09	02
W	Rr	1246	0.135	2018	08	26
W	Rr	1214	0.131	2018	08	19
W	Rr	1366	0.148	2018	08	12
W	Rr	1195	0.129	2018	08	05
W	Rr	1346	0.145	2018	07	29
W	Rr	1374	0.148	2018	07	22
W	Rr	1508	0.163	2018	07	15
W	Rr	1522	0.164	2018	07	08
W	Rr	909	0.098	2018	07	01
W	Rr	1444	0.156	2018	06	24
W	Rr	2682	0.290	2018	06	17
W	Rr	1365	0.147	2018	06	10
W	Rr	1329	0.144	2018	06	03
W	Rr	1275	0.138	2018	05	27
W	Rr	1392	0.150	2018	05	20
W	Rr	1321	0.143	2018	05	13
W	Rr	1527	0.165	2018	05	06
W	Rr	1517	0.164	2018	04	29
W	Rr	0	0.000	2018	04	22
W	Rr	1364	0.147	2018	04	15
W	Rr	1712	0.185	2018	04	08
W	Rr	0	0.000	2018	04	01
W	Rr	1543	0.167	2018	03	25
W	Rr	1342	0.145	2018	03	18
W	Rr	2429	0.262	2018	03	11
W	Rr	0	0.000	2018	03	04
W	Rr	1366	0.148	2018	02	25
W	Rr	1308	0.141	2018	02	18
W	Rr	1439	0.155	2018	02	11
W	Rr	1731	0.187	2018	02	04
W	Rr	0	0.000	2018	01	28
W	Rr	1434	0.155	2018	01	21
W	Rr	1578	0.170	2018	01	14
W	Rr	1471	0.159	2018	01	07
W	Rr	1246	0.135	2017	12	31
W	Rr	1033	0.112	2017	12	24
W	Rr	1103	0.119	2017	12	17
W	Rr	1406	0.152	2017	12	10
W	Rr	0	0.000	2017	12	03
W	Rr	1335	0.144	2017	11	26
W	Rr	1427	0.154	2017	11	19
W	Rr	1662	0.180	2017	11	12
W	Rr	1414	0.153	2017	11	05
W	Rr	1349	0.146	2017	10	29
W	Rr	1208	0.130	2017	10	22
W	Rr	2013	0.217	2017	10	15
W	Rr	1832	0.198	2017	10	08
W	Rr	0	0.000	2017	10	01
W	Rr	0	0.000	2017	09	24
W	Rr	0	0.000	2017	09	17
W	Rr	0	0.000	2017	09	10
W	Rr	0	0.000	2017	09	03
W	Rr	0	0.000	2017	08	27
W	Rr	0	0.000	2017	08	20
W	Rr	0	0.000	2017	08	13
W	Rr	0	0.000	2017	08	06
W	Rr	0	0.000	2017	07	30
W	Rr	0	0.000	2017	07	23
W	Rr	0	0.000	2017	07	16
W	Rr	0	0.000	2017	07	09
W	Rr	0	0.000	2017	07	02
W	Rr	0	0.000	2017	06	25
W	Rr	0	0.000	2017	06	18
W	Rr	0	0.000	2017	06	11
W	Rr	0	0.000	2017	06	04
W	Rr	25	0.003	2017	05	28
W	Rr	1838	0.199	2017	05	21
W	Rr	1915	0.207	2017	05	14
W	Rr	1676	0.181	2017	05	07
W	Rr	1677	0.181	2017	04	30
W	Rr	2071	0.224	2017	04	23
W	Rr	1978	0.214	2017	04	16
W	Rr	1874	0.202	2017	04	09
W	Rr	3435	0.371	2017	04	02
W	Rr	2619	0.283	2017	03	26
W	Rr	2633	0.284	2017	03	19
W	Rr	2413	0.261	2017	03	12
W	Rr	3092	0.334	2017	03	05
W	Rr	2295	0.248	2017	02	26
W	Rr	2204	0.238	2017	02	19
W	Rr	1869	0.202	2017	02	12
W	Rr	1973	0.213	2017	02	05
W	Rr	1783	0.193	2017	01	29
W	Rr	1768	0.191	2017	01	22
W	Rr	1585	0.171	2017	01	15
W	Rr	1768	0.191	2017	01	08
W	Rr	1740	0.188	2017	01	01
W	Rr	1549	0.167	2016	12	25
W	Rr	2202	0.238	2016	12	18
W	Rr	1812	0.196	2016	12	11
W	Rr	2648	0.286	2016	12	04
W	Rr	2236	0.242	2016	11	27
W	Rr	1321	0.143	2016	11	20
W	Rr	1996	0.216	2016	11	13
W	Rr	1716	0.185	2016	11	06
W	Rr	1564	0.169	2016	10	30
W	Rr	1362	0.147	2016	10	23
W	Rr	1707	0.184	2016	10	16
W	Rr	1696	0.183	2016	10	09
W	Rr	36	0.004	2016	10	02
W	Rr	2002	0.216	2016	09	25
W	Rr	1399	0.151	2016	09	18
W	Rr	1199	0.130	2016	09	11
W	Rr	1326	0.143	2016	09	04
W	Rr	1316	0.142	2016	08	28
W	Rr	1257	0.136	2016	08	21
W	Rr	1208	0.130	2016	08	14
W	Rr	1602	0.173	2016	08	07
W	Rr	1319	0.142	2016	07	31
W	Rr	1796	0.194	2016	07	24
W	Rr	1171	0.127	2016	07	17
W	Rr	1167	0.126	2016	07	10
W	Rr	917	0.099	2016	07	03
W	Rr	920	0.099	2016	06	26
W	Rr	1179	0.127	2016	06	19
W	Rr	1288	0.139	2016	06	12
W	Rr	1237	0.134	2016	06	05
W	Rr	1263	0.136	2016	05	29
W	Rr	1338	0.145	2016	05	22
W	Rr	1184	0.128	2016	05	15
W	Rr	1365	0.147	2016	05	08
W	Rr	974	0.105	2016	05	01
W	Rr	1311	0.142	2016	04	24
W	Rr	1127	0.122	2016	04	17
W	Rr	1248	0.135	2016	04	10
W	Rr	1451	0.157	2016	04	03
W	Rr	987	0.107	2016	03	27
W	Rr	1233	0.133	2016	03	20
W	Rr	1347	0.146	2016	03	13
W	Rr	1347	0.146	2016	03	06
W	Rr	1236	0.134	2016	02	28
W	Rr	1422	0.154	2016	02	21
W	Rr	1085	0.117	2016	02	14
W	Rr	1427	0.154	2016	02	07
W	Rr	1359	0.147	2016	01	31
W	Rr	1708	0.185	2016	01	24
W	Rr	1476	0.159	2016	01	17
W	Rr	1563	0.169	2016	01	10
W	Rr	1381	0.149	2016	01	03
W	Rr	1273	0.138	2015	12	27
W	Rr	1084	0.117	2015	12	20
W	Rr	1344	0.145	2015	12	13
W	Rr	1336	0.144	2015	12	06
W	Rr	1123	0.121	2015	11	29
W	Rr	960	0.104	2015	11	22
W	Rr	1337	0.144	2015	11	15
W	Rr	1400	0.151	2015	11	08
W	Rr	1383	0.149	2015	11	01
W	Rr	1250	0.135	2015	10	25
W	Rr	1366	0.148	2015	10	18
W	Rr	1367	0.148	2015	10	11
W	Rr	1214	0.131	2015	10	04
W	Rr	1152	0.124	2015	09	27
W	Rr	1387	0.150	2015	09	20
W	Rr	1655	0.179	2015	09	13
W	Rr	1526	0.165	2015	09	06
W	Rr	1242	0.134	2015	08	30
W	Rr	1800	0.194	2015	08	23
W	Rr	1527	0.165	2015	08	16
W	Rr	1386	0.150	2015	08	09
W	Rr	1593	0.172	2015	08	02
W	Rr	1567	0.169	2015	07	26
W	Rr	1980	0.214	2015	07	19
W	Rr	2180	0.236	2015	07	12
W	Rr	2008	0.217	2015	07	05
W	Rr	2297	0.248	2015	06	28
W	Rr	1556	0.168	2015	06	21
W	Rr	1380	0.149	2015	06	14
W	Rr	2013	0.217	2015	06	07
W	Rr	1651	0.178	2015	05	31
W	Rr	1224	0.132	2015	05	24
W	Rr	1355	0.146	2015	05	17
W	Rr	1179	0.127	2015	05	10
W	Rr	1436	0.155	2015	05	03
W	Rr	1671	0.181	2015	04	26
W	Rr	1878	0.203	2015	04	19
W	Rr	2326	0.251	2015	04	12
W	Rr	2636	0.285	2015	04	05
W	Rr	2297	0.248	2015	03	29
W	Rr	1237	0.134	2015	03	22
W	Rr	1453	0.157	2015	03	15
W	Rr	1399	0.151	2015	03	08
W	Rr	1287	0.139	2015	03	01
W	Rr	1249	0.135	2015	02	22
W	Rr	1373	0.148	2015	02	15
W	Rr	1790	0.193	2015	02	08
W	Rr	1672	0.181	2015	02	01
W	Rr	1543	0.167	2015	01	25
W	Rr	1463	0.158	2015	01	18
W	Rr	1696	0.183	2015	01	11
W	Rr	1707	0.184	2015	01	04
W	Rr	1833	0.198	2014	12	28
W	Rr	1335	0.144	2014	12	21
W	Rr	1644	0.178	2014	12	14
W	Rr	1541	0.166	2014	12	07
W	Rr	1335	0.144	2014	11	30
W	Rr	1262	0.136	2014	11	23
W	Rr	2009	0.217	2014	11	16
W	Rr	1566	0.169	2014	11	09
W	Rr	1814	0.196	2014	11	02
W	Rr	1452	0.157	2014	10	26
W	Rr	1642	0.177	2014	10	19
W	Rr	1795	0.194	2014	10	12
W	Rr	1836	0.198	2014	10	05
W	Rr	1662	0.180	2014	09	28
W	Rr	1843	0.199	2014	09	21
W	Rr	1678	0.181	2014	09	14
W	Rr	1598	0.173	2014	09	07
W	Rr	1418	0.153	2014	08	31
W	Rr	1584	0.171	2014	08	24
W	Rr	1571	0.170	2014	08	17
W	Rr	1727	0.187	2014	08	10
W	Rr	1927	0.208	2014	08	03
W	Rr	1691	0.183	2014	07	27
W	Rr	1702	0.184	2014	07	20
W	Rr	1624	0.175	2014	07	13
W	Rr	1831	0.198	2014	07	06
W	Rr	1867	0.202	2014	06	29
W	Rr	1927	0.208	2014	06	22
W	Rr	2134	0.231	2014	06	15
W	Rr	4851	0.524	2014	06	08
W	Rr	2293	0.248	2014	06	01
W	Rr	3180	0.344	2014	05	25
W	Rr	1468	0.159	2014	05	18
W	Rr	1808	0.195	2014	05	11
W	Rr	1998	0.216	2014	05	04
W	Rr	1876	0.203	2014	04	27
W	Rr	2330	0.252	2014	04	20
W	Rr	2565	0.277	2014	04	13
W	Rr	2652	0.286	2014	04	06
W	Rr	2574	0.278	2014	03	30
W	Rr	1186	0.128	2014	03	23
W	Rr	1305	0.141	2014	03	16
W	Rr	2273	0.246	2014	03	09
W	Rr	2231	0.241	2014	03	02
W	Rr	1925	0.208	2014	02	23
W	Rr	7060	0.763	2014	02	16
W	Rr	2854	0.308	2014	02	09
W	Rr	3190	0.345	2014	02	02
W	Rr	3743	0.404	2014	01	26
W	Rr	3643	0.394	2014	01	19
W	Rr	2961	0.320	2014	01	12
W	Rr	2319	0.251	2014	01	05
W	Rr	981	0.106	2013	12	29
W	Rr	1108	0.120	2013	12	22
W	Rr	1226	0.132	2013	12	15
W	Rr	1285	0.139	2013	12	08
W	Rr	1289	0.139	2013	12	01
W	Rr	1404	0.152	2013	11	24
W	Rr	1142	0.123	2013	11	17
W	Rr	1334	0.144	2013	11	10
W	Rr	1277	0.138	2013	11	03
W	Rr	1035	0.112	2013	10	27
W	Rr	1309	0.141	2013	10	20
W	Rr	1302	0.141	2013	10	13
W	Rr	1432	0.155	2013	10	06
W	Rr	1178	0.127	2013	09	29
W	Rr	947	0.102	2013	09	22
W	Rr	1254	0.135	2013	09	15
W	Rr	1099	0.119	2013	09	08
W	Rr	1053	0.114	2013	09	01
W	Rr	1010	0.109	2013	08	25
W	Rr	1102	0.119	2013	08	18
W	Rr	1063	0.115	2013	08	11
W	Rr	1105	0.119	2013	08	04
W	Rr	1377	0.149	2013	07	28
W	Rr	1498	0.162	2013	07	21
W	Rr	1295	0.140	2013	07	14
W	Rr	1237	0.134	2013	07	07
W	Rr	1003	0.108	2013	06	30
W	Rr	1275	0.138	2013	06	23
W	Rr	1072	0.116	2013	06	16
W	Rr	1249	0.135	2013	06	09
W	Rr	1521	0.164	2013	06	02
W	Rr	1256	0.136	2013	05	26
W	Rr	1091	0.118	2013	05	19
W	Rr	1359	0.147	2013	05	12
W	Rr	1130	0.122	2013	05	05
W	Rr	1215	0.131	2013	04	28
W	Rr	1368	0.148	2013	04	21
W	Rr	1318	0.142	2013	04	14
W	Rr	1408	0.152	2013	04	07
W	Rr	1277	0.138	2013	03	31
W	Rr	1452	0.157	2013	03	24
W	Rr	1418	0.153	2013	03	17
W	Rr	1217	0.131	2013	03	10
W	Rr	1490	0.161	2013	03	03
W	Rr	1353	0.146	2013	02	24
W	Rr	1268	0.137	2013	02	17
W	Rr	1274	0.138	2013	02	10
W	Rr	1153	0.125	2013	02	03
W	Rr	1266	0.137	2013	01	27
W	Rr	1271	0.137	2013	01	20
W	Rr	1449	0.157	2013	01	13
W	Rr	1253	0.135	2013	01	06
W	Rr	1309	0.141	2012	12	30
W	Rr	1156	0.125	2012	12	23
W	Rr	1336	0.144	2012	12	16
W	Rr	1575	0.170	2012	12	09
W	Rr	1087	0.117	2012	12	02
W	Rr	1376	0.149	2012	11	25
W	Rr	1136	0.123	2012	11	18
W	Rr	1341	0.145	2012	11	11
W	Rr	1418	0.153	2012	11	04
W	Rr	1103	0.119	2012	10	28
W	Rr	1200	0.130	2012	10	21
W	Rr	1382	0.149	2012	10	14
W	Rr	1127	0.122	2012	10	07
W	Rr	1187	0.128	2012	09	30
W	Rr	1172	0.127	2012	09	23
W	Rr	1034	0.112	2012	09	16
W	Rr	944	0.102	2012	09	09
W	Rr	958	0.103	2012	09	02
W	Rr	734	0.079	2012	08	26
W	Rr	881	0.095	2012	08	19
W	Rr	874	0.094	2012	08	12
W	Rr	973	0.105	2012	08	05
W	Rr	1010	0.109	2012	07	29
W	Rr	943	0.102	2012	07	22
W	Rr	1089	0.118	2012	07	15
W	Rr	888	0.096	2012	07	08
W	Rr	845	0.091	2012	07	01
W	Rr	1070	0.116	2012	06	24
W	Rr	1050	0.113	2012	06	17
W	Rr	1271	0.137	2012	06	10
W	Rr	957	0.103	2012	06	03
W	Rr	1249	0.135	2012	05	27
W	Rr	1055	0.114	2012	05	20
W	Rr	1392	0.150	2012	05	13
W	Rr	1140	0.123	2012	05	06
